id,audit_modifiedBy,audit_modifiedDate,deprecato,info_idEsterno,info_idIstanzaAttivitaMassiva,info_data,audit_createdBy,audit_createdDate,info_origineInformazione,beneficiarioEstensioneBenefici,classeBenePegno,classeGaranzia,codiceIdentificativoGaranziaConsortile,codiceOriginario,concessioneEstensioneBenefici,consolidabile,consolidata,controgaranzia,coperturaGaranzia,corrispondeAllaDataCerta,dataAcquisizione,dataAtto,dataConsolidamento,dataEscussione,dataEstinzione,dataIscrizione,dataRinnovo,dataRinuncia,dataScadenza,garanziaRealeSuccessiva,numeroAtto,percentualeControgaranzia,percentualeGaranzia,periodoConsolidamento,prestataInViaSolidale,registroGenerale,registroParticolare,statoGaranzia,titolaritaBeniIpotecati,valoreAlDefault,valoreEscusso,valoreMassimoGarantito,valoreNominale,valorePrestito,valoreRivalutato,version,infoEntita_id,naturaAtto_id,posizione_id,sottotipoGaranzia_id,tipoGaranzia_id,elementoOrganizzativoConservatoria_id,contestata,escussa,prevedeSegnalazioneBI,rinnovata,valoreNominalePoziori,valoreResiduoPoziori,controgaranziaPropria,dataDeliberaControgarante,dataLiberazione,importoAccantonato,importoNonAccantonato,liberata,nomeCompletoConsorzioGaranzia,nonRinnovabile,valoreResiduo,causaleNonRinnovabilita_id,tipoEstinzioneGaranzia_id,codiceIdentificativoCaveau,codiceRiferimentoSottosistema1,codiceRiferimentoSottosistema2,codiceRiferimentoSottosistema3,codiceRiferimentoSottosistema4,codiceRiferimentoSottosistema5,dataContestazione,fondiario,materialita,numeroGaranzia,numeroPreAtto,raccolta,repertorio,solvibilita,elementoOrganizzativoFilialeOrigine_id,statoGaranziaEsteso_id,attoMutuo_id,ipotecaFrazionata,percAssetNonFinanziato,valoreAssetAGaranzia,descrizioneLineaGarantita,codiceIdentificativoControgaranzia,contattoCreditoreOriginario_id,valoreGarantito
420,-1,06:57.3,,1396838_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,1562,1,1,,,,"47,799.94","34,276.65",,1,,,"1,055,016",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,-1,06:57.3,,1396843_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,5234,1,1,,,,"90,000","49,319.22",,1,,,"1,057,911",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,-1,06:57.3,,1396856_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5598,,,1,,,854,1,1,,,,"130,000","93,529.81",,1,,,"1,055,188",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,-1,06:57.3,,1396897_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,11204,,,1,,,1543,1,2,,,,"223,635.68","223,635.68",,1,,,"1,059,300",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,-1,06:57.3,,1396904_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"55,000","41,934.76",,1,,,"1,054,266",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,-1,06:57.3,,1396947_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15108,,,1,,,2878,1,1,,,,"145,000","128,726.03",,1,,,"1,055,974",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,-1,06:57.3,,1396952_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4931,1,1,,,,"60,000","49,825.77",,1,"1,481,661",,"1,058,253",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,-1,06:57.3,,1396952_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4929,1,1,,,,"45,000","36,903.28",,1,"1,481,662",,"1,058,253",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,-1,06:57.3,,1397032_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,37051,,,1,,,7779,1,1,,,,"130,000","92,569.78",,1,,,"1,052,667",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,-1,06:57.3,,1397106_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"50,000","33,607.89",,1,,,"1,057,648",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,-1,06:57.3,,1397112_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,17053,,,1,,,48230,1,2,,,,"165,000","116,883.02",,1,,,"1,055,922",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,-1,06:57.3,,1397112_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,67696,,,1,,,9060,1,2,,,,"118,894","11,683",,1,,,"1,055,922",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,-1,06:57.3,,1397112_3,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,85909,,,1,,,1968,1,2,,,,"118,894","116,883",,1,,,"1,055,922",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,-1,06:57.3,,1397151_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"83,000","68,867.48",,1,,,"1,052,747",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,-1,06:57.3,,1397151_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"75,000","49,070.26",,1,,,"1,052,747",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,-1,06:57.3,,1397152_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"90,000","56,295.39",,1,,,"1,057,020",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,-1,06:57.3,,1397184_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"55,000","40,000",,1,,,"1,057,452",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,-1,06:57.3,,1397197_1,,,-1,06:57.3,1,"Banca Commerciale Italiana, Banca Mercantile Itali",,2,,,1,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"1,848,815.70","1,658,297.15",,1,"1,481,663",,"1,060,707",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,-1,06:57.3,,1397207_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,188,1,1,,,,"163,000","153,791.21",,1,,,"1,054,603",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,-1,06:57.3,,1397221_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,225,1,1,,,,"130,829.56","109,947.56",,1,,,"1,054,697",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"1,638",48:17.9,,1397269_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,00:00.0,,,00:00.0,,,,,1,,,1902,1,1,,,,"90,000","55,344.26",,2,,,"1,053,296",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,-1,06:57.3,,1397286_1,,,-1,06:57.3,1,9 istituti,,2,,,1,1,0,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"2,000,000","800,000",,1,"1,481,664",,"1,060,747",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,-1,06:57.3,,1397304_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,35723,,,1,,,7204,1,2,,,,"35,000","20,000",,1,,,"1,059,516",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,-1,06:57.3,,1397333_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,2936,1,1,,,,"100,000","82,123.20",,1,,,"1,056,669",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,-1,06:57.3,,1397379_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,195,1,1,,,,"210,000","164,205.82",,1,,,"1,054,079",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,-1,06:57.3,,1397435_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,,,,1,,,15581,1,1,,,,"400,000","203,402",,1,,,"1,052,733",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,-1,06:57.3,,1397464_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,10086,1,1,,,,"60,000","51,735.61",,1,,,"1,054,863",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-1,06:57.3,,1397514_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,2505,,,1,,,563,1,1,,,,"75,000","51,714.14",,1,,,"1,053,927",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-1,06:57.3,,1397541_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"120,055.80","99,286.89",,1,,,"1,055,545",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-1,06:57.3,,1397612_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,415,1,1,,,,"70,000","45,806.35",,1,,,"1,055,682",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,-1,06:57.3,,1397633_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"400,000","391,704.50",,1,"1,481,665",,"1,060,895",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,-1,06:57.3,,1397643_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,2009,1,1,,,,"81,018.47","52,618.52",,1,,,"1,056,034",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,-1,06:57.3,,1397643_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,16,1,1,,,,"170,441.42","111,886.49",,1,,,"1,056,034",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,-1,06:57.3,,1397644_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,6680,,,1,,,619,1,2,,,,"70,000","62,000",,1,,,"1,056,461",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,-1,06:57.3,,1397648_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,8902,,,1,,,897,1,2,,,,"170,000","151,514.45",,1,,,"1,054,520",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,-1,06:57.3,,1397671_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,5020,1,1,,,,"120,000","92,782.66",,1,,,"1,056,819",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,-1,06:57.3,,1397679_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,1781,,,1,,,368,1,2,,,,"40,000","28,400.01",,1,,,"1,060,513",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,-1,06:57.3,,1397719_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4326,,,1,,,762,1,2,,,,"113,764.19","117,000",,1,,,"1,058,494",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,-1,06:57.3,,1397810_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,8757,,,1,,,1142,1,1,,,,"80,000","73,954.72",,1,,,"1,055,830",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,-1,06:57.3,,1397810_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,19037,,,1,,,2714,1,1,,,,"80,000","73,954.72",,1,,,"1,055,830",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,-1,06:57.3,,1397885_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,3930,1,1,,,,"56,099.37","110,000",,1,,,"1,059,660",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,-1,06:57.3,,1397911_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,2260,1,1,,,,"150,000","110,000",,1,,,"1,054,208",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,-1,06:57.3,,1398038_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,130924,,,1,,,30257,1,2,,,,"80,000","6,189.27",,1,,,"1,052,582",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,-1,06:57.3,,1398048_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,7635,,,1,,,759,1,2,,,,"75,000","71,495.31",,1,,,"1,060,187",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,-1,06:57.3,,1398214_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,6337,,,1,,,542,1,2,,,,"40,000","31,010.62",,1,,,"1,056,082",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,-1,06:57.3,,1398223_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,537,,,1,,,180,1,1,,,,"110,000","73,972.96",,1,,,"1,054,424",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,-1,06:57.3,,1398303_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5742,,,1,,,915,1,1,,,,"140,000","92,140.80",,1,,,"1,058,457",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,-1,06:57.3,,1398325_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5599,,,1,,,1161,1,2,,,,"100,000","67,351.60",,1,,,"1,052,415",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"1,517",39:11.9,,1398337_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,212,1,1,,,,"130,000","102,327.80",,8,,,"1,058,311",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,-1,06:57.3,,1398348_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,16850,,,1,,,1990,1,1,,,,"150,000","98,787",,1,,,"1,058,781",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"1,638",13:49.0,,1398366_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,00:00.0,,,00:00.0,,5093,,,1,,,335,1,1,,,,"110,000","66,864.67",,4,,,"1,054,921",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,-1,06:57.3,,1398368_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"535,000","449,230",,1,"1,481,666",,"1,060,712",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,-1,06:57.3,,1398378_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,1637,1,1,,,,"70,000","43,498.94",,1,,,"1,053,234",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,-1,06:57.3,,1398379_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,78,1,1,,,,"70,000","48,916.41",,1,,,"1,053,301",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"1,638",17:49.7,,1398446_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,00:00.0,,,00:00.0,,345,,,1,,,22,1,2,,,,"78,000","57,803.95",,2,,,"1,056,031",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,-1,06:57.3,,1398525_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,14212,1,1,,,,"204,292.04","183,127.56",,1,,,"1,052,440",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,-1,06:57.3,,1398528_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,3238,1,1,,,,"45,000","32,723.02",,1,,,"1,055,825",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,-1,06:57.3,,1398528_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,3290,1,1,,,,"82,000","60,000",,1,,,"1,055,825",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,-1,06:57.3,,1398536_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,139372,,,1,,,37160,1,2,,,,"76,248.90","60,000",,1,,,"1,052,124",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,-1,06:57.3,,1398639_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"43,522.26","43,522.26",,1,,,"1,052,055",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,-1,06:57.3,,1398662_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"48,000","37,252.45",,1,,,"1,056,011",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,-1,06:57.3,,1398666_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,10558,,,1,,,1586,1,2,,,,"53,000","34,000",,1,,,"1,054,886",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,-1,06:57.3,,1398734_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,31940,,,1,,,4207,1,2,,,,"43,000","29,411.07",,1,,,"1,058,257",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,-1,06:57.3,,1398755_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4763,,,1,,,310,1,2,,,,"190,000","129,003.09",,1,,,"1,059,482",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,-1,06:57.3,,1398762_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,2713,,,1,,,443,1,1,,,,"80,000","60,219.41",,1,,,"1,059,712",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,-1,06:57.3,,1398767_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,32189,,,1,,,5283,1,1,,,,"63,000","29,844.60",,1,,,"1,052,042",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,-1,06:57.3,,1398795_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,2981,1,1,,,,"40,000","40,000",,1,,,"1,056,054",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,-1,06:57.3,,1398814_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,10018,,,1,,,900,1,2,,,,"100,606.66","50,303.33",,1,,,"1,056,805",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,-1,06:57.3,,1398819_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"65,000","50,000",,1,,,"1,055,087",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,-1,06:57.3,,1398871_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,567,1,1,,,,"30,000","30,000",,1,,,"1,060,432",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,-1,06:57.3,,1398902_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4701,1,1,,,,"70,000","44,336",,1,,,"1,056,204",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,-1,06:57.3,,1398942_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3075,,,1,,,15410,1,2,,,,"162,037.69","200,000",,1,,,"1,056,233",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,-1,06:57.3,,1398962_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3453,,,1,,,3453,1,2,,,,"70,000","54,963.80",,1,,,"1,052,856",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,-1,06:57.3,,1398993_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5326,,,1,,,661,1,1,,,,"75,000","72,193.56",,1,,,"1,053,088",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,-1,06:57.3,,1399009_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"145,000","100,552.83",,1,,,"1,054,444",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,-1,06:57.3,,1399017_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,318,1,1,,,,"90,000","61,300",,1,,,"1,056,798",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"1,638",13:07.7,,1399049_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,00:00.0,,,00:00.0,,,,,1,,,791,1,1,,,,"116,000","88,237.58",,4,,,"1,054,446",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,-1,06:57.3,,1399088_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,9833,1,1,,,,"413,000","271,760.55",,1,,,"1,052,921",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,-1,06:57.3,,1399108_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"90,000","90,000",,1,,,"1,055,262",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,-1,06:57.3,,1399245_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4576,1,1,,,,"38,000","26,131.38",,1,,,"1,059,927",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,-1,06:57.3,,1399256_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,3806,1,1,,,,"150,000","110,606.65",,1,,,"1,055,106",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,-1,06:57.3,,1399267_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,12303,,,1,,,2111,1,2,,,,"90,000","74,752.49",,1,,,"1,052,293",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
